Site	AF16	DY180	DY22	ECA264	ECA3733	ECA3734	ECA3738	PB420
I:13962300	2	2	2	2	2	2	2	2
I:13962306	2	2	2	2	2	2	2	2
I:13962327	2	2	2	2	2	2	2	2
I:13962342	2	2	2	2	2	2	2	2
I:13962395	2	2	2	2	2	2	2	2
I:13962399	2	2	2	2	2	2	2	2
I:13962418	2	2	2	2	2	2	2	2
I:13962432	2	2	2	2	2	2	2	2
I:13962455	2	2	2	2	2	2	2	2
I:13962502	2	2	2	2	2	2	2	2
I:13962523	2	2	2	2	2	2	2	2
I:13962575	2	2	2	2	2	2	2	2
I:13962614	2	2	2	2	2	2	2	2
I:13962616	2	2	2	2	2	2	2	2
I:13962654	2	2	2	2	2	2	2	2
I:13963533	2	2	2	2	2	2	2	2
I:13963608	2	2	2	2	2	2	2	2
I:13964015	NA	2	2	0	2	2	NA	0
I:13964142	2	2	2	2	2	2	2	2
I:13964406	2	2	2	2	2	2	2	2
I:13964439	2	2	2	2	2	2	2	2
I:13964530	2	2	2	2	2	2	2	2
I:13964587	2	2	2	2	2	2	2	2
I:13964801	2	2	2	2	2	2	2	2
I:13964825	2	2	2	2	2	2	2	2
I:13964891	2	2	2	2	2	2	2	2
I:13964938	2	2	2	2	2	2	2	2
I:13965041	2	2	2	2	2	2	2	2
I:13965082	2	2	2	2	2	2	2	2
I:13965083	2	2	2	2	2	2	2	2
I:13965084	2	2	2	2	2	2	2	2
I:13965209	2	2	2	2	2	2	2	2
I:13965244	2	2	2	2	2	2	2	2
I:13965375	2	2	2	2	2	2	2	2
I:13965390	2	2	2	2	2	2	2	2
I:13965415	2	2	2	2	2	2	2	2
I:13965447	2	2	2	2	2	2	2	2
I:13965679	2	2	2	2	2	2	2	2
I:13965723	2	2	2	2	2	2	2	2
I:13965751	2	2	2	2	2	2	2	2
I:13965794	2	2	2	2	2	2	2	2
I:13965871	2	2	2	2	2	2	2	2
I:13965976	2	2	2	2	2	2	2	2
I:13965995	2	2	2	2	2	2	2	2
I:13965997	2	2	2	2	2	2	2	2
I:13966008	2	2	2	2	2	2	2	2
I:13966015	2	2	2	2	2	2	2	2
I:13966044	2	2	2	2	2	2	2	2
I:13966066	2	2	2	2	2	2	2	2
I:13966106	2	2	2	2	2	2	2	2
I:13966116	2	2	2	2	2	2	2	2
I:13966211	2	2	2	2	2	2	2	2
I:13966304	2	2	2	2	2	2	2	2
I:13966395	2	2	2	2	2	2	2	2
I:13966669	2	2	2	2	2	2	2	2
I:13966687	2	2	2	2	2	2	2	2
I:13966697	2	2	2	2	2	2	2	2
I:13966817	0	2	2	2	2	2	2	2
I:13966896	2	2	2	2	2	2	2	2
I:13967092	2	2	2	2	2	2	2	2
I:13967093	2	2	2	2	2	2	2	2
I:13967138	2	2	2	2	2	2	2	2
I:13967139	2	2	2	2	2	2	2	2
I:13967390	2	2	2	2	2	2	2	2
I:13970641	2	2	2	2	2	2	2	2
I:13971100	2	2	2	2	2	2	2	2
I:13972012	2	2	2	2	2	2	2	2
I:13972199	2	2	2	2	2	2	2	2
I:13973071	2	2	2	2	2	2	2	2
I:13973400	2	2	2	2	2	2	2	2
I:13973560	2	2	2	2	2	2	2	2
I:13973818	2	2	2	2	2	2	2	2
I:13973820	2	2	2	2	2	2	2	2
I:13973916	2	2	2	2	2	2	2	2
I:13973961	2	2	2	2	2	2	2	2
I:13974157	2	2	2	2	2	2	2	2
I:13974264	2	2	2	2	2	2	2	2
I:13974536	2	2	2	2	2	2	2	2
I:13974884	2	2	2	2	2	2	2	2
I:13974985	2	2	2	2	2	2	2	2
I:13974991	2	2	2	2	2	2	2	2
I:13974992	2	2	2	2	2	2	2	2
I:13975789	2	2	2	2	2	2	2	2
I:13976346	2	2	2	2	2	2	2	2
I:13976852	2	2	2	2	2	2	2	2
I:13977251	NA	NA	2	2	NA	2	2	NA
I:13977862	2	2	2	2	2	2	2	2
I:13978464	2	2	2	2	2	2	2	2
I:13978482	2	2	2	2	2	2	2	2
I:13978620	2	2	2	2	2	2	2	2
I:13978652	2	2	2	2	2	2	2	2
I:13978653	2	2	2	2	2	2	2	2
I:13978662	2	2	2	2	2	2	2	2
I:13979411	NA	2	2	2	2	0	2	2
I:13979447	NA	2	2	2	2	NA	2	2
I:13979518	NA	NA	2	2	NA	2	2	2
I:13980137	2	2	2	2	2	2	2	2
I:13980489	2	2	2	2	2	2	2	2
I:13980490	2	2	2	2	2	2	2	2
I:13980581	2	2	2	2	2	2	2	2
I:13980656	NA	2	2	2	2	2	2	2
I:13981420	NA	2	2	2	2	2	2	2
I:13981423	NA	2	2	2	2	2	2	2
I:13981435	NA	2	2	2	2	2	2	2
I:13981439	NA	2	2	2	2	2	2	2
I:13981472	NA	2	2	2	2	2	2	2
I:13982185	NA	NA	2	NA	NA	2	2	2
I:13983252	NA	2	2	2	2	2	2	2
I:13983896	2	2	2	2	2	2	2	2
I:13985056	2	2	2	2	2	2	2	2
I:13985588	NA	2	2	2	2	2	2	2
I:13985704	NA	2	2	2	2	2	2	2
I:13985853	2	2	2	2	2	2	2	2
I:13985953	2	2	2	2	2	2	2	2
I:13985969	2	2	2	2	2	2	2	2
I:13986012	2	2	2	2	2	2	2	2
I:13986145	2	2	2	2	2	2	2	2
I:13986154	2	2	2	2	2	2	2	2
I:13986222	2	2	2	2	2	2	2	2
I:13986303	2	2	2	2	2	2	2	2
I:13986310	2	2	2	2	2	2	2	2
I:13986338	2	2	2	2	2	2	2	2
I:13986340	2	2	2	2	2	2	2	2
I:13986454	2	2	2	2	2	2	2	2
I:13986483	2	2	2	2	2	2	2	2
I:13986497	2	2	2	2	2	2	2	2
I:13986505	2	2	2	2	2	2	2	2
I:13986534	2	2	2	2	2	2	2	2
I:13986566	2	2	2	2	2	2	2	2
I:13987545	NA	2	2	2	2	2	2	2
I:13987553	NA	2	2	2	2	2	2	2
I:13987610	NA	2	2	2	2	2	2	2
I:13987613	NA	2	2	2	2	2	2	2
I:13987873	2	2	2	2	2	2	2	2
I:13988109	2	2	2	2	2	2	2	2
I:13988146	2	2	2	2	2	2	2	2
I:13988148	2	2	2	2	2	2	2	2
I:13988155	2	2	2	2	2	2	2	2
I:13989177	2	2	2	2	2	2	2	2
I:13989260	2	2	2	2	2	2	2	2
I:13989574	2	2	2	2	2	2	2	2
I:13989726	2	2	2	2	2	2	2	2
I:13989814	2	2	2	2	2	2	2	2
I:13989898	2	2	2	2	2	2	2	2
I:13989912	2	2	2	2	2	2	2	2
I:13989913	2	2	2	2	2	2	2	2
I:13990028	2	2	2	2	2	2	2	2
I:13990181	2	2	2	2	2	2	2	2
I:13990183	2	2	2	2	2	2	2	2
I:13990214	2	2	2	2	2	2	2	2
I:13990515	2	2	2	2	2	2	2	2
I:13990613	2	NA	NA	2	NA	2	2	2
I:13990616	2	NA	NA	2	NA	2	2	2
I:13990620	2	NA	NA	2	NA	NA	2	2
I:13990864	0	2	2	2	2	2	2	2
I:13990911	2	2	2	2	2	2	2	2
I:13990995	2	2	2	2	2	2	2	2
I:13991023	2	2	2	2	2	2	2	2
I:13991035	2	2	2	2	2	2	2	2
I:13991397	2	2	NA	2	2	2	2	2
I:13991411	2	2	2	2	2	2	2	2
I:13991558	2	2	2	2	2	2	2	2
I:13991593	2	2	2	2	2	2	2	2
I:13991631	2	2	2	2	2	2	2	2
I:13991655	2	2	2	2	2	2	2	2
I:13991657	2	2	2	2	2	2	2	2
I:13991703	2	2	2	2	2	2	2	2
I:13991706	2	2	2	2	2	2	2	2
I:13991739	2	2	2	2	2	2	2	2
I:13991742	2	2	2	2	2	2	2	2
I:13991754	2	2	2	2	2	2	2	2
I:13991847	2	2	2	2	2	2	2	2
I:13991866	2	2	2	2	2	2	2	2
I:13991871	2	2	2	2	2	2	2	2
I:13992080	2	NA	NA	2	NA	2	NA	2
I:13992084	2	NA	NA	2	NA	2	NA	2
I:13992110	2	2	NA	2	NA	2	2	2
I:13992136	2	2	2	2	2	2	2	2
I:13992231	2	2	2	2	2	2	2	2
I:13992533	2	2	2	2	2	2	2	2
I:13992550	2	2	2	2	2	2	2	2
I:13992663	2	2	2	2	2	2	2	2
I:13993208	2	NA	NA	NA	NA	NA	NA	2
I:13993213	2	NA	NA	NA	NA	NA	NA	2
I:13993232	2	NA	NA	NA	NA	NA	NA	2
I:13993253	2	NA	NA	NA	NA	NA	NA	2
I:13993274	2	NA	NA	0	NA	NA	NA	2
I:13993294	2	NA	NA	2	NA	NA	NA	2
I:13993326	2	2	2	2	2	2	2	2
I:13993340	2	2	2	2	2	2	2	2
I:13993370	2	2	2	2	2	2	2	2
I:13993373	2	2	2	2	2	2	2	2
I:13993396	2	2	2	2	2	2	2	2
I:13993405	2	2	2	2	2	2	2	2
I:13993457	2	2	2	2	2	2	2	2
I:13993618	2	2	2	2	2	2	2	2
I:13993623	2	2	2	2	2	2	2	2
I:13993728	2	2	2	2	2	2	2	2
I:13993735	2	2	2	2	2	2	2	2
I:13993875	2	2	2	2	2	2	2	2
I:13993876	2	2	2	2	2	2	2	2
I:13994022	2	2	2	2	2	2	2	2
I:13994031	2	2	2	2	2	2	2	2
I:13994065	2	2	2	2	2	2	2	2
I:13994066	2	2	2	2	2	2	2	2
I:13994176	NA	2	2	2	2	2	2	2
I:13994182	NA	2	2	2	2	2	2	2
I:13994197	NA	2	2	2	2	2	2	2
I:13994198	NA	2	2	2	2	2	2	2
I:13994208	NA	2	2	2	2	2	2	2
I:13994229	NA	2	2	2	2	2	2	2
I:13994275	NA	2	2	2	2	2	2	2
I:13994280	NA	2	2	2	2	2	2	2
I:13994282	NA	2	2	2	2	2	2	2
I:13994316	NA	2	2	2	2	2	2	2
I:13994346	NA	2	2	2	2	2	2	2
I:13994405	NA	2	2	2	2	2	2	2
I:13994443	NA	2	2	2	2	2	2	2
I:13994476	NA	2	2	2	2	2	2	2
I:13994486	NA	2	2	2	2	2	2	2
I:13994552	NA	2	2	2	2	2	2	2
I:13994590	NA	2	2	2	2	2	2	2
I:13994637	NA	2	2	2	2	2	2	2
I:13994654	NA	2	2	2	2	2	2	2
I:13994673	NA	2	2	2	2	2	2	2
I:13995090	2	2	2	2	2	2	2	2
I:13995093	2	2	2	2	2	2	2	2
I:13995158	2	2	2	2	2	2	2	2
I:13995210	2	2	2	2	2	2	2	2
I:13995308	2	2	2	2	2	2	2	2
I:13995395	2	2	2	2	2	2	2	2
I:13995791	2	2	2	2	2	2	2	2
I:13995857	2	2	2	2	2	2	2	2
I:13995940	2	2	2	2	2	2	2	2
I:13995993	2	2	2	2	2	2	2	2
I:13995994	2	2	2	2	2	2	2	2
I:13996021	2	2	2	2	2	2	2	2
I:13996155	2	2	2	2	2	2	2	2
I:13996159	2	2	2	2	2	2	2	2
I:13996167	2	2	2	2	2	2	2	2
I:13996182	2	2	2	2	2	2	2	2
I:13996187	2	2	2	2	2	2	2	2
I:13996196	2	2	2	2	2	2	2	2
I:13996224	2	2	2	2	2	2	2	2
I:13996306	2	2	2	2	2	2	2	2
I:13996397	2	2	2	2	2	2	2	2
I:13996436	2	2	2	2	2	2	2	2
I:13996543	2	2	2	2	2	2	2	2
I:13996578	2	2	2	2	2	2	2	2
I:13996932	2	2	2	2	2	2	2	2
I:13997082	2	2	2	2	2	2	2	2
I:13997174	2	2	2	2	2	2	2	2
I:13997433	2	2	2	2	2	2	2	2
I:13997490	2	2	2	2	2	2	2	2
I:13997499	2	2	2	2	2	2	2	2
I:13997556	2	2	2	2	2	2	2	2
I:13997569	2	2	2	2	2	2	2	2
I:13997711	2	2	2	2	2	2	2	2
I:13997715	2	2	2	2	2	2	2	2
I:13997716	2	2	2	2	2	2	2	2
I:13997754	2	NA	NA	NA	NA	NA	2	NA
I:13997889	2	2	2	2	2	2	2	2
I:13998256	2	2	2	2	2	2	2	2
I:13998413	2	2	2	2	2	2	2	2
I:13998473	2	2	2	2	2	2	2	2
I:13998569	2	2	2	2	2	2	2	2
I:13998587	2	2	2	2	2	2	2	2
I:13998623	2	2	2	2	2	2	2	2
I:13998831	2	2	2	2	2	2	2	2
I:13998996	2	2	2	2	2	2	2	2
I:13999004	2	2	2	2	2	2	2	2
I:13999024	2	2	2	2	2	2	2	2
I:13999025	2	2	2	2	2	2	2	2
I:13999030	2	2	2	2	2	2	2	2
I:13999070	2	2	2	2	2	2	2	2
I:13999162	2	2	2	2	2	2	2	2
I:13999172	2	2	2	2	2	2	2	2
I:13999263	2	2	2	2	2	2	2	2
I:13999307	2	2	2	2	2	2	2	2
I:13999427	2	2	2	2	2	2	2	2
I:13999850	2	2	2	2	2	2	2	2
I:13999915	NA	2	2	2	2	2	2	2
I:13999964	2	2	2	2	2	2	2	2
I:14000032	NA	NA	NA	NA	NA	2	NA	NA
I:14000044	NA	NA	NA	NA	NA	2	NA	NA
I:14000046	NA	NA	NA	NA	NA	2	NA	NA
I:14000514	2	2	2	2	2	2	2	2
I:14000525	2	2	2	2	2	2	2	2
I:14000538	2	2	2	2	2	2	2	2
I:14000578	2	2	2	2	2	2	2	2
I:14000604	2	2	2	2	2	2	2	2
I:14000712	2	2	2	2	2	2	2	2
I:14000791	2	2	2	2	2	2	2	2
I:14000794	2	2	2	2	2	2	2	2
I:14000801	2	2	2	2	2	2	2	2
I:14001199	2	2	2	2	2	2	2	2
I:14001237	2	2	2	2	2	2	2	2
I:14001266	2	2	2	2	2	2	2	2
I:14001271	2	2	2	2	2	2	2	2
I:14001315	2	2	2	2	2	2	2	2
I:14001335	2	2	2	2	2	2	2	2
I:14001365	2	2	2	2	2	2	2	2
I:14001429	2	2	2	2	2	2	2	2
I:14001433	2	2	2	2	2	2	2	2
I:14001436	2	2	2	2	2	2	2	2
I:14001449	2	2	2	2	2	2	2	2
I:14001453	2	2	2	2	2	2	2	2
I:14001495	2	2	2	2	2	2	2	2
I:14001528	NA	NA	2	2	NA	NA	2	2
I:14001581	NA	2	2	2	2	2	2	2
I:14001588	NA	2	2	2	2	2	2	2
I:14001603	NA	2	2	2	2	2	2	2
I:14001630	2	2	2	2	2	2	2	2
I:14001657	2	2	2	2	2	2	2	2
I:14001699	2	2	2	2	2	2	2	2
I:14001744	2	2	2	2	2	2	2	2
I:14001764	2	2	2	2	2	2	2	2
I:14001810	2	2	2	2	2	2	2	2
I:14001820	2	2	2	2	2	2	2	2
I:14001870	2	2	2	2	2	2	2	2
I:14001898	2	2	2	2	2	2	2	2
I:14002012	2	2	2	2	2	2	2	2
I:14002067	2	2	2	2	2	2	2	2
I:14002083	2	2	2	2	2	2	2	2
I:14002116	2	2	2	2	2	2	2	2
I:14002161	2	2	2	2	2	2	2	2
I:14002307	2	2	2	2	2	2	2	2
I:14002973	2	2	2	2	2	2	2	2
I:14003000	2	2	2	2	2	2	2	2
I:14003045	2	2	2	2	2	2	2	2
I:14003314	2	2	2	2	2	2	2	2
I:14003407	2	2	2	2	2	2	2	2
I:14003470	2	2	2	2	2	2	2	2
I:14003559	2	2	2	2	2	2	2	2
I:14003720	2	2	2	2	2	2	2	2
I:14003727	2	2	2	2	2	2	2	2
I:14003738	2	2	2	2	2	2	2	2
I:14003817	2	2	2	2	2	2	2	2
I:14003995	2	2	2	2	2	2	2	2
I:14004044	2	2	2	2	2	2	2	2
I:14004098	2	2	2	2	2	2	2	2
I:14004132	NA	2	2	2	2	2	2	2
I:14004162	NA	2	2	2	2	2	2	2
I:14004168	2	2	2	2	2	2	2	2
I:14004195	2	2	2	2	2	2	2	2
I:14004307	2	2	2	2	2	2	2	2
I:14004326	2	2	2	2	2	2	2	2
I:14004441	2	2	2	2	2	2	2	2
I:14004522	2	2	2	2	2	2	2	2
I:14004536	2	2	2	2	2	2	2	2
I:14004858	2	2	2	2	2	2	2	2
I:14005163	2	2	2	2	2	2	2	2
I:14005261	2	2	2	2	2	2	2	2
I:14005715	2	2	2	2	2	2	2	2
I:14005719	2	2	2	2	2	2	2	2
I:14005734	2	2	2	2	2	2	2	2
I:14005992	2	2	2	2	2	2	2	2
I:14006053	2	2	2	2	2	2	2	2
I:14006082	2	2	2	2	2	2	2	2
I:14006837	2	2	2	2	2	2	2	2
I:14006869	2	2	2	2	2	2	2	2
I:14006895	2	2	2	2	2	2	2	2
I:14006926	2	2	2	2	2	2	2	2
I:14007525	2	2	2	2	2	2	2	2
I:14008124	2	2	2	2	2	2	2	2
I:14008254	2	2	2	2	2	2	2	2
I:14008512	2	2	2	2	2	2	2	2
I:14008844	2	2	2	2	2	2	2	2
I:14008939	2	2	2	2	2	2	2	2
I:14009108	2	2	2	2	2	2	2	2
I:14009121	2	2	2	2	2	2	2	2
I:14009265	2	2	2	2	2	2	2	2
I:14010922	2	2	2	2	2	2	2	2
I:14011452	2	2	2	2	2	2	2	2
I:14011530	2	2	2	2	2	2	2	2
I:14011838	2	2	2	2	2	2	2	2
I:14012998	NA	NA	NA	2	2	2	2	NA
I:14013008	NA	0	0	0	2	0	2	0
I:14013892	NA	2	2	2	2	2	2	2
I:14013921	NA	2	2	2	2	2	2	2
I:14013936	2	0	0	0	0	0	0	0
I:14013958	2	0	0	0	0	0	0	0
I:14014081	NA	2	2	2	2	2	2	2
I:14014419	NA	2	2	2	2	2	2	2
I:14014716	2	2	2	2	2	2	2	2
I:14014895	2	2	2	2	2	2	2	2
I:14015024	2	2	2	2	2	2	2	2
I:14016102	2	2	2	2	2	2	2	2
I:14016340	2	2	2	2	2	2	2	2
I:14016341	2	2	2	2	2	2	2	2
I:14016480	2	2	2	2	2	2	2	2
I:14016595	2	2	2	2	2	2	2	2
I:14017448	2	2	2	2	2	2	2	2
I:14017602	2	2	2	2	2	2	2	2
I:14017663	2	2	2	2	2	2	2	2
I:14017664	2	2	2	2	2	2	2	2
I:14017732	2	2	2	2	2	2	2	2
I:14017949	2	2	2	2	2	2	2	2
I:14018290	2	2	2	2	2	2	2	2
I:14018384	2	2	2	2	2	2	2	2
I:14018849	2	2	2	2	2	2	2	2
I:14019001	2	2	2	2	2	2	2	2
I:14019957	2	2	2	2	2	2	2	2
I:14020199	2	2	2	2	2	2	2	2
I:14021370	2	2	2	2	2	2	2	2
I:14021382	2	2	2	2	2	2	2	2
I:14021411	2	2	2	2	2	2	2	2
I:14021720	2	2	2	2	2	2	2	2
I:14021797	2	2	2	2	2	2	2	2
I:14021806	2	2	2	2	2	2	2	2
I:14022128	2	2	2	2	2	2	2	2
I:14022162	2	2	2	2	2	2	2	2
I:14022181	2	2	2	2	2	2	2	2
I:14022785	NA	2	2	2	2	2	2	2
I:14023101	2	2	2	2	2	2	2	2
I:14023277	2	2	2	2	2	2	2	2
I:14024111	NA	2	2	2	2	2	2	2
I:14025516	NA	2	2	2	2	2	2	2
I:14026258	2	2	2	2	2	2	2	2
I:14026359	2	2	2	2	2	2	2	2
I:14026360	2	2	2	2	2	2	2	2
I:14026474	2	2	2	2	2	2	2	2
I:14026532	2	2	2	2	2	2	2	2
I:14026534	2	2	2	2	2	2	2	2
I:14026541	2	2	2	2	2	2	2	2
I:14026619	2	2	2	2	2	2	2	2
I:14026984	2	2	2	2	2	2	2	2
I:14027557	2	2	2	2	2	2	2	2
I:14028878	NA	2	2	2	2	2	2	2
I:14029132	2	2	2	2	2	2	2	2
I:14029454	2	2	2	2	2	2	2	2
I:14029576	2	2	2	2	2	2	2	2
I:14029608	NA	2	2	2	2	2	2	2
I:14029744	2	2	2	2	2	2	2	2
I:14029837	2	2	2	2	2	2	2	2
I:14030029	2	2	2	2	2	2	2	2
I:14030584	2	2	2	2	2	2	2	2
I:14030593	2	2	2	2	2	2	2	2
I:14030732	2	2	2	2	2	2	2	2
I:14030960	2	2	2	2	2	2	2	2
I:14031186	2	2	2	2	2	2	2	2
I:14031592	2	2	2	2	2	2	2	2
I:14032101	2	2	2	2	2	2	2	2
I:14032198	2	2	2	2	2	2	2	2
I:14032280	2	2	2	2	2	2	2	2
I:14032752	2	2	2	2	2	2	2	2
I:14032887	2	2	2	2	2	2	2	2
I:14032930	2	2	2	2	2	2	2	2
I:14032967	2	2	2	2	2	2	2	2
I:14033038	2	2	2	2	2	2	2	2
I:14033411	2	2	2	2	2	2	2	2
I:14033643	2	2	2	2	2	2	2	2
I:14033677	NA	2	2	2	2	2	2	2
I:14033710	2	2	2	2	2	2	2	2
I:14033835	2	2	2	2	2	2	2	2
I:14034814	2	2	2	2	2	2	2	2
I:14035027	2	2	2	2	2	2	2	2
I:14035100	2	2	2	2	2	2	2	2
I:14035241	NA	2	2	2	2	2	2	2
I:14035243	NA	2	2	2	2	2	2	2
I:14035347	NA	2	2	2	2	2	2	2
I:14035404	2	2	2	2	2	2	2	2
I:14036469	2	2	2	2	2	2	2	2
I:14036641	2	2	2	2	2	2	2	2
I:14037048	2	2	2	2	2	2	2	2
I:14037246	2	2	2	2	2	2	2	2
I:14037382	2	2	2	2	2	2	2	2
I:14038479	2	2	2	2	2	2	2	2
I:14038569	2	2	2	2	2	2	2	2
I:14038614	2	2	2	2	2	2	2	2
I:14038770	2	2	2	2	2	2	2	2
I:14038773	2	2	2	2	2	2	2	2
I:14038782	2	2	2	2	2	2	2	2
I:14038795	2	2	2	2	2	2	2	2
I:14038817	2	2	2	2	2	2	2	2
I:14038898	2	2	2	2	2	2	2	2
I:14038933	2	2	2	2	2	2	2	2
I:14038952	2	2	2	2	2	2	2	2
I:14038995	2	2	2	2	2	2	2	2
I:14039000	2	2	2	2	2	2	2	2
I:14039182	2	2	2	2	2	2	2	2
I:14039242	2	2	2	2	2	2	2	2
I:14039285	2	2	2	2	2	2	2	2
I:14039316	2	2	2	2	2	2	2	2
I:14039380	2	2	2	2	2	2	2	2
I:14039418	2	2	2	2	2	2	2	2
I:14039462	2	2	2	2	2	2	2	2
I:14039694	2	2	2	2	2	2	2	2
I:14039711	2	2	2	2	2	2	2	2
I:14039801	2	2	2	2	2	2	2	2
I:14039838	2	2	2	2	2	2	2	2
I:14039859	2	2	2	2	2	2	2	2
I:14039862	2	2	2	2	2	2	2	2
I:14039866	2	2	2	2	2	2	2	2
I:14039952	2	2	2	2	2	2	2	2
I:14039953	2	2	2	2	2	2	2	2
I:14039955	2	2	2	2	2	2	2	2
I:14039962	2	2	2	2	2	2	2	2
I:14039966	2	2	2	2	2	2	2	2
I:14039967	2	2	2	2	2	2	2	2
I:14039970	2	2	2	2	2	2	2	2
I:14040000	2	2	2	2	2	2	2	2
I:14040010	2	2	2	2	2	2	2	2
I:14040241	2	2	2	2	2	2	2	2
I:14040297	2	2	2	2	2	2	2	2
I:14040308	2	2	2	2	2	2	2	2
I:14040347	2	2	2	2	2	2	2	2
I:14040370	2	2	2	2	2	2	2	2
I:14040493	2	2	2	2	2	2	2	2
I:14040511	2	2	2	2	2	2	2	2
I:14040534	2	2	2	2	2	2	2	2
I:14040648	2	2	2	2	2	2	2	2
I:14040710	2	2	2	2	2	2	2	2
I:14040806	NA	NA	2	2	2	2	2	NA
I:14040811	NA	NA	2	2	2	2	2	NA
I:14040813	NA	NA	2	2	2	2	2	NA
I:14040818	NA	NA	2	2	2	2	2	NA
I:14040828	NA	NA	2	2	2	2	2	NA
I:14040853	NA	NA	2	2	NA	NA	NA	NA
I:14040858	NA	NA	NA	2	NA	NA	NA	NA
I:14040860	NA	NA	NA	2	NA	NA	NA	NA
I:14040869	NA	NA	NA	2	NA	NA	NA	NA
I:14040874	NA	NA	NA	2	NA	NA	NA	NA
I:14041077	2	2	2	2	2	2	2	2
I:14041090	2	2	2	2	2	2	2	2
I:14041092	2	2	2	2	2	2	2	2
I:14041131	2	2	2	2	2	2	2	2
I:14041185	NA	NA	2	NA	2	NA	2	NA
I:14041207	NA	NA	2	NA	2	NA	2	NA
I:14041235	2	2	2	2	2	2	2	2
I:14041256	NA	2	2	2	2	2	2	2
I:14041297	NA	2	2	2	2	2	2	2
I:14041524	2	2	2	NA	2	2	2	2
I:14041547	NA	2	2	NA	2	2	2	2
I:14041565	NA	2	2	NA	2	2	2	2
I:14041609	NA	2	NA	NA	2	NA	NA	2
I:14041698	2	2	2	2	2	2	2	2
I:14041715	2	2	2	2	2	2	2	2
I:14041754	2	2	2	2	2	2	2	2
I:14041952	NA	2	2	2	2	2	2	2
I:14042074	2	2	2	2	2	2	2	2
I:14042079	2	2	2	2	2	2	2	2
I:14042090	2	2	2	2	2	2	2	2
I:14042145	2	2	2	2	2	2	2	2
I:14042158	2	2	2	2	2	2	2	2
I:14042164	2	2	2	2	2	2	2	2
I:14042174	NA	2	2	2	2	2	2	2
I:14042419	2	2	2	2	2	2	2	2
I:14043314	2	2	2	2	2	2	2	2
I:14043364	2	2	2	2	2	2	2	2
I:14043451	2	2	2	2	2	2	2	2
I:14043650	2	2	2	2	2	2	2	2
I:14044389	NA	2	2	2	2	2	2	2
I:14044585	2	2	2	2	2	2	2	2
I:14045308	2	2	2	2	2	2	2	2
I:14045806	2	2	2	2	2	2	2	2
I:14046083	2	2	2	2	2	2	2	2
I:14046257	2	2	2	2	2	2	2	2
I:14046396	2	2	2	2	2	2	2	2
I:14046741	2	2	2	2	2	2	2	2
I:14047005	2	2	2	2	2	2	2	2
I:14047153	NA	2	2	2	2	2	2	2
I:14047162	NA	2	2	2	2	2	2	2
I:14047210	NA	2	2	2	2	2	2	2
I:14047230	NA	2	2	2	2	2	2	2
I:14047234	NA	2	2	2	2	2	2	2
I:14047251	NA	2	2	2	2	2	2	2
I:14047380	NA	2	2	NA	2	2	2	2
I:14047489	NA	2	2	2	2	2	2	2
I:14047663	2	2	2	2	2	2	2	2
I:14047819	2	2	2	2	2	2	2	2
I:14050132	NA	2	2	2	2	2	2	2
I:14050404	NA	2	2	2	2	2	2	2
I:14050739	2	2	2	2	2	2	2	2
I:14050985	2	2	2	2	2	2	2	2
I:14051010	2	2	2	2	2	2	2	2
I:14051376	2	2	2	2	2	2	2	2
I:14051378	2	2	2	2	2	2	2	2
I:14051384	NA	2	2	2	2	2	2	2
I:14051496	NA	2	2	2	2	2	2	2
I:14051598	2	2	2	2	2	2	2	2
I:14051621	2	2	2	2	2	2	2	2
I:14051667	2	2	2	2	2	2	2	2
I:14051949	2	2	2	2	2	2	2	2
I:14051972	2	2	2	2	2	2	2	2
I:14051974	2	2	2	2	2	2	2	2
I:14051999	2	2	2	2	2	2	2	2
I:14052030	2	2	2	2	2	2	2	2
I:14052122	2	2	2	2	2	2	2	2
I:14052157	2	2	2	2	2	2	2	2
I:14052202	2	2	2	2	2	2	2	2
I:14052258	2	2	2	2	2	2	2	2
I:14052307	2	2	2	2	2	2	2	2
I:14052318	2	2	2	2	2	2	2	2
I:14052351	2	2	2	2	2	2	2	2
I:14052394	0	0	0	NA	0	0	2	0
I:14052447	2	NA	NA	NA	NA	NA	NA	NA
I:14052454	2	NA	NA	NA	NA	NA	NA	NA
I:14052457	2	NA	NA	NA	NA	NA	NA	NA
I:14052466	2	NA	NA	NA	NA	NA	NA	NA
I:14052471	2	NA	NA	NA	NA	NA	NA	NA
I:14052473	2	NA	NA	NA	NA	NA	NA	NA
I:14052474	2	NA	NA	NA	NA	NA	NA	NA
I:14052475	2	NA	NA	NA	NA	NA	NA	NA
I:14052482	2	NA	NA	NA	NA	NA	NA	NA
I:14052485	2	NA	NA	NA	NA	NA	NA	NA
I:14052486	2	NA	NA	NA	NA	NA	NA	NA
I:14052492	2	NA	NA	NA	NA	NA	NA	NA
I:14052505	2	NA	NA	NA	NA	NA	NA	NA
I:14052514	2	NA	NA	NA	NA	NA	NA	NA
I:14052523	2	NA	NA	NA	NA	NA	NA	NA
I:14052525	2	NA	NA	NA	NA	NA	NA	NA
I:14052541	2	NA	NA	NA	NA	NA	NA	NA
I:14052543	2	NA	NA	NA	NA	NA	NA	NA
I:14052545	2	NA	NA	NA	NA	NA	NA	NA
I:14052558	2	NA	NA	NA	NA	NA	NA	NA
