Orthogroup	CGC2	N2	AF16	CGC2_counts	AF16_counts	N2_chrom	N2_start	N2_end	N2_strand	N2_alias	N2_alias2	AF16_length	CGC2_length	N2_length	AF16_acc	CGC2_acc	AF16_deviation	CGC2_deviation	class
OG0007939	g2614.t1	Transcript_Y63D3A.4.1	Transcript_CBG18823.1	1	1	I	14097492	14101090	-	tdpt-1	Y63D3A.4	350	350	362	0.966850828729282	0.966850828729282	0.0331491712707183	0.0331491712707183	Near-identical
OG0007937	g2610.t1	Transcript_Y63D3A.7.1	Transcript_CBG18827.1	1	1	I	14113636	14114085	+	Y63D3A.7	NA	92	92	92	1	1	0	0	Identical
OG0007938	g2611.t1	Transcript_Y63D3A.8.1	Transcript_CBG18826.1	1	1	I	14114194	14118650	+	fld-1	Y63D3A.8	352	352	350	1.00571428571429	1.00571428571429	0.00571428571428578	0.00571428571428578	Near-identical
OG0007940	g2616.t1	Transcript_K03D10.1.1	Transcript_CBG18819.1	1	1	I	14128591	14142207	-	kal-1	K03D10.1	710	710	700	1.01428571428571	1.01428571428571	0.0142857142857142	0.0142857142857142	Near-identical
OG0007941	g2622.t3	Transcript_C37A5.1.1	Transcript_CBG18813.1	1	1	I	14158508	14161664	-	best-8	C37A5.1	542	545	512	1.05859375	1.064453125	0.05859375	0.064453125	Deviated (Concordant)
OG0007944	g2629.t1	Transcript_C37A5.7.1	Transcript_CBG18804.1	1	1	I	14163530	14168307	+	C37A5.7	NA	433	433	393	1.10178117048346	1.10178117048346	0.101781170483461	0.101781170483461	Deviated (Concordant)
OG0014870	g2630.t1	Transcript_C37A5.11.1	Transcript_CBG29890.1	1	1	I	14171054	14173007	+	C37A5.11	NA	70	70	70	1	1	0	0	Identical
OG0007945	g2631.t1	Transcript_C37A5.9.1	Transcript_CBG18802.1	1	1	I	14172828	14179360	-	pry-1	C37A5.9	610	610	586	1.04095563139932	1.04095563139932	0.0409556313993173	0.0409556313993173	Near-identical
OG0007946	g2633.t1	Transcript_ZK849.1.1	Transcript_CBG29934.1	1	1	I	14182595	14185707	-	ZK849.1	NA	341	358	331	1.03021148036254	1.08157099697885	0.0302114803625377	0.0815709969788521	Near-identical
OG0014871	g2635.t1	Transcript_ZK849.6.1	Transcript_CBG18795.1	1	1	I	14198611	14199136	-	ZK849.6	NA	65	65	65	1	1	0	0	Identical
OG0007943	g2627.t1	Transcript_C49A1.1.1	Transcript_CBG18806.1	1	1	I	14213681	14215850	+	C49A1.1	NA	179	286	286	0.625874125874126	1	0.374125874125874	0	Identical
OG0007947	g2639.t1	Transcript_C49A1.10.1	Transcript_CBG18791.1	1	1	I	14241898	14244452	-	C49A1.10	NA	210	210	210	1	1	0	0	Identical
OG0007948	g2643.t1	Transcript_K04H8.3.1	Transcript_CBG18787.1	1	1	I	14255684	14257016	+	K04H8.3	NA	205	205	222	0.923423423423423	0.923423423423423	0.0765765765765766	0.0765765765765766	Deviated (Concordant)
OG0008093	g3029.t1	Transcript_F49B2.5.1	Transcript_CBG08738.1	1	1	I	14322237	14328965	+	src-2	F49B2.5	512	512	507	1.00986193293886	1.00986193293886	0.00986193293885607	0.00986193293885607	Near-identical
OG0008092	g3028.t1	Transcript_F49B2.6.1	Transcript_CBG08739b.1	1	1	I	14331085	14339839	+	F49B2.6	NA	1121	1126	1082	1.03604436229205	1.04066543438078	0.0360443622920517	0.0406654343807764	Near-identical
OG0008091	g3026.t4	Transcript_Y105E8A.2.1	Transcript_CBG08741.1	1	1	I	14347549	14358326	-	Y105E8A.2	NA	519	521	535	0.970093457943925	0.973831775700935	0.0299065420560748	0.0261682242990654	Near-identical
OG0008090	g3025.t1	Transcript_Y105E8A.3.1	Transcript_CBG08742.1	1	1	I	14358562	14367594	+	slc-30A5	Y105E8A.3	743	743	746	0.99597855227882	0.99597855227882	0.00402144772117963	0.00402144772117963	Near-identical
OG0008089	g3024.t1	Transcript_Y105E8A.4.1	Transcript_CBG08743.1	1	1	I	14367616	14369773	-	ech-7	Y105E8A.4	257	257	256	1.00390625	1.00390625	0.00390625	0.00390625	Near-identical
OG0008088	g3023.t1	Transcript_Y105E8A.5.1	Transcript_CBG08744.1	1	1	I	14371138	14376086	-	bbs-1	Y105E8A.5	576	576	576	1	1	0	0	Identical
OG0008087	g3022.t1	Transcript_Y105E8A.6.1	Transcript_CBG08745.1	1	1	I	14381360	14384737	-	unc-95	Y105E8A.6	350	350	350	1	1	0	0	Identical
OG0008086	g3020.t1	Transcript_Y105E8A.8.1	Transcript_CBG08747.1	1	1	I	14400683	14405649	-	tcab-1	Y105E8A.8	471	471	449	1.04899777282851	1.04899777282851	0.0489977728285078	0.0489977728285078	Near-identical
OG0008085	g3019.t2	Transcript_Y105E8A.9.1	Transcript_CBG08748.1	1	1	I	14406028	14417934	+	apg-1	Y105E8A.9	813	815	829	0.980699638118215	0.983112183353438	0.0193003618817853	0.0168878166465621	Near-identical
OG0008083	g3017.t1	Transcript_Y105E8A.11.1	Transcript_CBG08750.1	1	1	I	14432791	14433750	+	Y105E8A.11	NA	106	106	106	1	1	0	0	Identical
OG0008082	g3016.t1	Transcript_Y105E8A.12a.1	Transcript_CBG08751.1	1	1	I	14436810	14451889	-	catp-1	Y105E8A.12	1125	1125	1121	1.0035682426405	1.0035682426405	0.00356824264049949	0.00356824264049949	Near-identical
OG0012007	g13348.t1	Transcript_Y105E8A.27.1	Transcript_CBG24213.1	1	1	I	14441548	14444332	+	Y105E8A.27	NA	274	274	260	1.05384615384615	1.05384615384615	0.0538461538461539	0.0538461538461539	Deviated (Concordant)
OG0008081	g3014.t1	Transcript_Y105E8A.14.1	Transcript_CBG08753.1	1	1	I	14465380	14468214	-	Y105E8A.14	NA	220	220	224	0.982142857142857	0.982142857142857	0.0178571428571429	0.0178571428571429	Near-identical
OG0008080	g3013.t1	Transcript_Y105E8A.16.1	Transcript_CBG08754.1	1	1	I	14468332	14469103	-	rps-20	Y105E8A.16	117	117	117	1	1	0	0	Identical
OG0008064	g2979.t1	Transcript_Y105E8A.19.1	Transcript_CBG19783.1	1	1	I	14476759	14486767	-	yars-1	Y105E8A.19	713	713	722	0.987534626038781	0.987534626038781	0.0124653739612188	0.0124653739612188	Near-identical
OG0008065	g2982.t1	Transcript_Y105E8A.22.1	Transcript_CBG19786.1	1	1	I	14511431	14518719	-	exc-4	Y105E8A.22	291	291	290	1.00344827586207	1.00344827586207	0.00344827586206886	0.00344827586206886	Near-identical
OG0008067	g2988.t1	Transcript_Y105E8B.2a.1	Transcript_CBG19796.1	1	1	I	14634453	14642568	-	exoc-8	Y105E8B.2	686	686	686	1	1	0	0	Identical
OG0008068	g2989.t1	Transcript_Y105E8B.7.1	Transcript_CBG19797.1	1	1	I	14642714	14646601	+	Y105E8B.7	NA	331	331	269	1.23048327137546	1.23048327137546	0.230483271375465	0.230483271375465	Deviated (Concordant)
OG0008069	g2990.t1	Transcript_Y105E8B.4.1	Transcript_CBG19798.1	1	1	I	14647782	14651288	+	bath-40	Y105E8B.4	399	399	402	0.992537313432836	0.992537313432836	0.0074626865671642	0.0074626865671642	Near-identical
OG0008070	g2991.t1	Transcript_Y105E8B.3.1	Transcript_CBG19799.1	1	1	I	14652116	14657275	+	riok-2	Y105E8B.3	532	532	529	1.00567107750473	1.00567107750473	0.00567107750472595	0.00567107750472595	Near-identical
OG0008071	g2992.t1	Transcript_Y105E8B.5.1	Transcript_CBG19800.1	1	1	I	14657355	14661495	+	hprt-1	Y105E8B.5	214	214	214	1	1	0	0	Identical
OG0008072	g2993.t1	Transcript_Y105E8B.6.1	Transcript_CBG25429.1	1	1	I	14662524	14663141	+	Y105E8B.6	NA	105	105	71	1.47887323943662	1.47887323943662	0.47887323943662	0.47887323943662	Deviated (Concordant)
OG0008073	g2995.t1	Transcript_Y105E8B.9.1	Transcript_CBG19804.1	1	1	I	14675600	14682566	-	Y105E8B.9	NA	627	627	628	0.998407643312102	0.998407643312102	0.00159235668789814	0.00159235668789814	Near-identical
OG0008079	g3011.t1	Transcript_Y54E5A.2.1	Transcript_CBG08756.1	1	1	I	14694154	14700392	+	Y54E5A.2	NA	621	621	592	1.04898648648649	1.04898648648649	0.0489864864864864	0.0489864864864864	Near-identical
OG0008047	g2951.t1	Transcript_Y54E5A.4.1	Transcript_CBG19751.1	1	1	I	14701122	14706522	-	npp-4	Y54E5A.4	515	533	538	0.95724907063197	0.990706319702602	0.0427509293680297	0.00929368029739774	Near-identical
OG0008046	g2950.t1	Transcript_Y54E5A.5.1	Transcript_CBG19750.1	1	1	I	14707059	14707875	-	Y54E5A.5	NA	162	162	153	1.05882352941176	1.05882352941176	0.0588235294117647	0.0588235294117647	Deviated (Concordant)
OG0008043	g2941.t1	Transcript_K05C4.1.1	Transcript_CBG19741.1	1	1	I	14719167	14720477	-	pbs-5	K05C4.1	284	284	284	1	1	0	0	Identical
OG0008045	g2946.t1	Transcript_K05C4.7.1	Transcript_CBG19746.1	1	1	I	14737702	14738796	+	K05C4.7	NA	297	297	289	1.02768166089965	1.02768166089965	0.027681660899654	0.027681660899654	Near-identical
OG0008044	g2944.t1	Transcript_K05C4.5.1	Transcript_CBG19744.1	1	1	I	14742765	14747789	+	K05C4.5	NA	690	690	686	1.00583090379009	1.00583090379009	0.00583090379008744	0.00583090379008744	Near-identical
OG0008055	g2966.t1	Transcript_F39B2.11.1	Transcript_CBG19767.1	1	1	I	14755154	14756412	-	mtx-1	F39B2.11	312	312	312	1	1	0	0	Identical
OG0008054	g2964.t1	Transcript_F39B2.9.1	Transcript_CBG25433.1	1	1	I	14758776	14759473	-	tmem-107	F39B2.9	136	136	136	1	1	0	0	Identical
OG0008053	g2963.t1	Transcript_F39B2.6.1	Transcript_CBG19764.1	1	1	I	14759930	14760626	+	rps-26	F39B2.6	117	117	117	1	1	0	0	Identical
OG0008052	g2962.t2	Transcript_F39B2.8.1	Transcript_CBG19763b.1	1	1	I	14760638	14768989	-	F39B2.8	NA	605	605	594	1.01851851851852	1.01851851851852	0.0185185185185186	0.0185185185185186	Near-identical
OG0008051	g2961.t1	Transcript_F39B2.7.1	Transcript_CBG19762.1	1	1	I	14770689	14775007	-	mtcu-1	F39B2.7	439	439	439	1	1	0	0	Identical
OG0008050	g2960.t1	Transcript_F39B2.5.1	Transcript_CBG19761.1	1	1	I	14775184	14776663	-	F39B2.5	NA	187	187	192	0.973958333333333	0.973958333333333	0.0260416666666666	0.0260416666666666	Near-identical
OG0008029	g2910.t1	Transcript_F39B2.3.1	Transcript_CBG19709.1	1	1	I	14788125	14789517	-	F39B2.3	NA	324	324	328	0.98780487804878	0.98780487804878	0.0121951219512195	0.0121951219512195	Near-identical
OG0014908	g2911.t1	Transcript_F39B2.2.1	Transcript_CBG19710.1	1	1	I	14790244	14790934	+	uev-1	F39B2.2	139	139	139	1	1	0	0	Identical
OG0008030	g2912.t1	Transcript_F39B2.1.1	Transcript_CBG19711.1	1	1	I	14791040	14794392	+	hinf-1	F39B2.1	570	570	541	1.05360443622921	1.05360443622921	0.0536044362292052	0.0536044362292052	Deviated (Concordant)
OG0008032	g2914.t1	Transcript_K11B4.2.1	Transcript_CBG19713a.1	1	1	I	14797660	14798705	+	blos-9	K11B4.2	176	159	151	1.16556291390728	1.05298013245033	0.165562913907285	0.0529801324503312	Deviated (Discordant)
OG0008027	g2906.t1	Transcript_Y54E5B.2.1	Transcript_CBG19705.1	1	1	I	14815656	14820235	-	Y54E5B.2	NA	900	901	861	1.04529616724739	1.04645760743322	0.0452961672473868	0.0464576074332173	Near-identical
OG0008026	g2904.t1	Transcript_Y54E5B.4.1	Transcript_CBG19703.1	1	1	I	14822050	14823996	+	ubc-16	Y54E5B.4	152	152	152	1	1	0	0	Identical
OG0008033	g2915.t1	Transcript_F32A7.6.1	Transcript_CBG19714a.1	1	1	I	14850052	14855827	-	aex-5	F32A7.6	541	541	537	1.00744878957169	1.00744878957169	0.00744878957169459	0.00744878957169459	Near-identical
OG0006318	g2929.t1	Transcript_F11C3.3.1	Transcript_CBG19730.1	1	1	I	14855901	14863482	-	unc-54	F11C3.3	1963	1963	1963	1	1	0	0	Identical
OG0008037	g2927.t1	Transcript_F11C3.2.1	Transcript_CBG19728.1	1	1	I	14872112	14875436	+	unc-122	F11C3.2	555	555	568	0.977112676056338	0.977112676056338	0.022887323943662	0.022887323943662	Near-identical
OG0008074	g2997.t1	Transcript_ZK909.3.1	Transcript_CBG19806.1	1	1	I	14953490	14955492	+	ZK909.3	NA	232	233	229	1.01310043668122	1.0174672489083	0.0131004366812226	0.017467248908297	Near-identical
OG0008075	g2999.t2	Transcript_ZK909.4.1	Transcript_CBG19808a.1	1	1	I	14961497	14965361	+	ces-2	ZK909.4	220	220	211	1.04265402843602	1.04265402843602	0.0426540284360191	0.0426540284360191	Near-identical
OG0008076	g3000.t1	Transcript_ZK909.6.1	Transcript_CBG19809b.1	1	1	I	14967301	14968540	+	ZK909.6	NA	154	124	124	1.24193548387097	1	0.241935483870968	0	Identical
OG0008077	g3003.t1	Transcript_ZK337.2.1	Transcript_CBG19812b.1	1	1	I	14975419	14980596	+	klu-1	ZK337.2	588	564	543	1.0828729281768	1.03867403314917	0.0828729281767955	0.0386740331491713	Near-identical
OG0008048	g2956.t1	Transcript_ZK337.5.1	Transcript_CBG19757.1	1	1	I	15001853	15005630	+	mtd-1	ZK337.5	307	284	278	1.10431654676259	1.02158273381295	0.10431654676259	0.0215827338129497	Near-identical
OG0008049	g2957.t1	Transcript_F33H2.5.1	Transcript_CBG19758.1	1	1	I	15005603	15013904	-	pole-1	F33H2.5	2153	2155	2144	1.00419776119403	1.00513059701493	0.00419776119402981	0.00513059701492535	Near-identical
OG0008035	g2923.t1	Transcript_F33H2.6.1	Transcript_CBG19724.1	1	1	I	15014837	15016595	-	F33H2.6	NA	282	303	301	0.93687707641196	1.00664451827243	0.0631229235880398	0.00664451827242529	Near-identical
OG0008034	g2921.t1	Transcript_F33H2.2.1	Transcript_CBG19722.1	1	1	I	15023168	15027761	+	F33H2.2	NA	821	821	816	1.00612745098039	1.00612745098039	0.00612745098039214	0.00612745098039214	Near-identical
OG0008039	g2932.t1	Transcript_F33H2.8a.1	Transcript_CBG19733.1	1	1	I	15031141	15033039	-	F33H2.8	NA	310	311	330	0.939393939393939	0.942424242424242	0.0606060606060606	0.0575757575757576	Deviated (Concordant)
OG0006705	g2935.t1	Transcript_F31C3.1.1	Transcript_CBG19736.1	1	1	I	15040474	15041274	-	cyn-5	F31C3.1	204	204	204	1	1	0	0	Identical
OG0008040	g2936.t1	Transcript_F31C3.3.1	Transcript_CBG19737.1	1	1	I	15041433	15050700	-	F31C3.3	NA	2438	2150	2132	1.14352720450281	1.00844277673546	0.143527204502814	0.00844277673545957	Near-identical
OG0008041	g2937.t1	Transcript_F31C3.4.1	Transcript_CBG19738.1	1	1	I	15050797	15052420	-	zipt-1	F31C3.4	315	315	318	0.990566037735849	0.990566037735849	0.00943396226415094	0.00943396226415094	Near-identical
OG0008056	g2967.t1	Transcript_F31C3.5.1	Transcript_CBG19768.1	1	1	I	15053010	15053672	+	psf-2	F31C3.5	179	179	180	0.994444444444444	0.994444444444444	0.00555555555555554	0.00555555555555554	Near-identical
OG0008042	g2939.t1	Transcript_F31C3.6a.1	Transcript_CBG19739.1	1	1	I	15053608	15058994	-	F31C3.6	NA	572	572	554	1.03249097472924	1.03249097472924	0.0324909747292419	0.0324909747292419	Near-identical
OG0009381	g6266.t1	Transcript_C01B12.4.1	Transcript_CBG07042.1	1	1	II	6657	9484	+	osta-1	C01B12.4	379	379	384	0.986979166666667	0.986979166666667	0.0130208333333334	0.0130208333333334	Near-identical
OG0009380	g6265.t1	Transcript_C01B12.5.1	Transcript_CBG07043.1	1	1	II	9444	11883	-	best-4	C01B12.5	561	561	558	1.00537634408602	1.00537634408602	0.0053763440860215	0.0053763440860215	Near-identical
OG0009379	g6264.t1	Transcript_C01B12.3.1	Transcript_CBG07044.1	1	1	II	12985	16004	+	best-3	C01B12.3	612	612	612	1	1	0	0	Identical
OG0009378	g6263.t1	Transcript_C01B12.2.1	Transcript_CBG07045.1	1	1	II	19538	22169	+	gmeb-1	C01B12.2	389	389	374	1.04010695187166	1.04010695187166	0.0401069518716577	0.0401069518716577	Near-identical
OG0009391	g6294.t1	Transcript_C01B12.1.1	Transcript_CBG07014.1	1	1	II	23325	24458	+	sqt-2	C01B12.1	298	299	298	1	1.00335570469799	0	0.00335570469798663	Identical
OG0009392	g6295.t1	Transcript_C01B12.8.1	Transcript_CBG07013.1	1	1	II	24666	25446	+	C01B12.8	NA	152	152	153	0.993464052287582	0.993464052287582	0.00653594771241828	0.00653594771241828	Near-identical
OG0009393	g6296.t1	Transcript_F23F1.4.1	Transcript_CBG07012.1	1	1	II	25374	28423	-	F23F1.4	NA	349	349	347	1.00576368876081	1.00576368876081	0.00576368876080702	0.00576368876080702	Near-identical
OG0009394	g6297.t1	Transcript_F23F1.5.1	Transcript_CBG07011.1	1	1	II	30061	31584	-	F23F1.5	NA	328	328	322	1.01863354037267	1.01863354037267	0.0186335403726707	0.0186335403726707	Near-identical
OG0009395	g6300.t1	Transcript_F23F1.2.1	Transcript_CBG07008.1	1	1	II	34204	35270	+	F23F1.2	NA	249	249	249	1	1	0	0	Identical
OG0006505	g6301.t1	Transcript_F23F1.6.1	Transcript_CBG07007.1	1	1	II	35202	37313	-	F23F1.6	NA	585	758	583	1.00343053173242	1.30017152658662	0.00343053173241858	0.300171526586621	Near-identical
OG0009396	g6302.t1	Transcript_F23F1.10.1	Transcript_CBG07005.1	1	1	II	41471	41982	-	F23F1.10	NA	129	123	96	1.34375	1.28125	0.34375	0.28125	Deviated (Discordant)
OG0009397	g6305.t1	Transcript_F23F1.9.1	Transcript_CBG07002.1	1	1	II	45040	47479	+	rpoa-49	F23F1.9	430	431	432	0.99537037037037	0.997685185185185	0.00462962962962965	0.00231481481481477	Near-identical
OG0009398	g6306.t1	Transcript_C23H3.5.1	Transcript_CBG07001.1	1	1	II	47580	50104	+	C23H3.5	NA	378	378	403	0.937965260545906	0.937965260545906	0.0620347394540943	0.0620347394540943	Deviated (Concordant)
OG0009399	g6308.t1	Transcript_C23H3.7.1	Transcript_CBG07000.1	1	1	II	52997	55304	-	tre-5	C23H3.7	675	675	674	1.00148367952522	1.00148367952522	0.00148367952522266	0.00148367952522266	Near-identical
OG0009400	g6309.t1	Transcript_C23H3.3b.1	Transcript_CBG06998.1	1	1	II	57670	60040	+	ascc-1	C23H3.3	383	383	393	0.974554707379135	0.974554707379135	0.0254452926208651	0.0254452926208651	Near-identical
OG0009401	g6315.t1	Transcript_C50D2.9.1	Transcript_CBG30149.1	1	1	II	88529	91519	-	C50D2.9	NA	406	406	405	1.00246913580247	1.00246913580247	0.0024691358024691	0.0024691358024691	Near-identical
OG0009402	g6316.t1	Transcript_C50D2.7.1	Transcript_CBG06989.1	1	1	II	92169	95277	-	C50D2.7	NA	502	502	502	1	1	0	0	Identical
OG0009403	g6318.t1	Transcript_C50D2.5.1	Transcript_CBG06987.1	1	1	II	98404	98961	+	sftb-6	C50D2.5	138	138	138	1	1	0	0	Identical
OG0009404	g6319.t1	Transcript_C50D2.4.1	Transcript_CBG06986.1	1	1	II	104534	105829	+	col-68	C50D2.4	329	329	329	1	1	0	0	Identical
OG0009405	g6320.t1	Transcript_C50D2.3.1	Transcript_CBG06985.1	1	1	II	106189	107485	+	txt-1	C50D2.3	151	151	152	0.993421052631579	0.993421052631579	0.00657894736842102	0.00657894736842102	Near-identical
OG0006504	g6321.t1	Transcript_C50D2.2.1	Transcript_CBG06984.1	1	1	II	109165	111429	+	C50D2.2	NA	587	587	589	0.99660441426146	0.99660441426146	0.00339558573853993	0.00339558573853993	Near-identical
OG0009406	g6322.t1	Transcript_C50D2.1a.1	Transcript_CBG06983.1	1	1	II	111567	114460	+	C50D2.1	NA	564	564	576	0.979166666666667	0.979166666666667	0.0208333333333334	0.0208333333333334	Near-identical
OG0009407	g6323.t1	Transcript_K10B4.3.1	Transcript_CBG06982.1	1	1	II	114428	121221	-	K10B4.3	NA	867	867	871	0.99540757749713	0.99540757749713	0.00459242250287029	0.00459242250287029	Near-identical
OG0009408	g6324.t1	Transcript_K10B4.4.1	Transcript_CBG06980.1	1	1	II	123270	125004	-	nmur-2	K10B4.4	412	377	403	1.02233250620347	0.935483870967742	0.022332506203474	0.0645161290322581	Near-identical
OG0009409	g6329.t1	Transcript_K10B4.6a.1	Transcript_CBG06978.1	1	1	II	130983	133598	-	cwn-1	K10B4.6	372	372	372	1	1	0	0	Identical
OG0009410	g6330.t1	Transcript_K10B4.1.1	Transcript_CBG06977.1	1	1	II	135466	139999	+	K10B4.1	NA	1304	1251	1294	1.00772797527048	0.96676970633694	0.00772797527047908	0.0332302936630603	Near-identical
OG0009412	g6332.t1	Transcript_T25D3.3.1	Transcript_CBG06975.1	1	1	II	152583	154945	+	T25D3.3	NA	423	423	427	0.990632318501171	0.990632318501171	0.00936768149882905	0.00936768149882905	Near-identical
OG0009414	g6334.t1	Transcript_T25D3.2.1	Transcript_CBG06974.1	1	1	II	154881	156009	-	mrpl-28	T25D3.2	310	310	310	1	1	0	0	Identical
OG0009413	g6333.t1	Transcript_T01D1.7.1	Transcript_CBG25801.1	1	1	II	170846	173779	-	T01D1.7	NA	301	301	300	1.00333333333333	1.00333333333333	0.00333333333333341	0.00333333333333341	Near-identical
OG0009415	g6337.t1	Transcript_T01D1.4a.1	Transcript_CBG06970.1	1	1	II	176997	179093	-	T01D1.4	NA	159	159	159	1	1	0	0	Identical
OG0009416	g6338.t1	Transcript_T01D1.8b.1	Transcript_CBG06969a.1	1	1	II	186828	192039	+	T01D1.8	NA	181	181	189	0.957671957671958	0.957671957671958	0.0423280423280423	0.0423280423280423	Near-identical
OG0009417	g6339.t1	Transcript_T01D1.6.1	Transcript_CBG06968.1	1	1	II	192509	194558	-	abu-11	T01D1.6	381	381	395	0.964556962025316	0.964556962025316	0.0354430379746835	0.0354430379746835	Near-identical
OG0009387	g6281.t1	Transcript_Y43H11AL.2a.1	Transcript_CBG07028.1	1	1	II	233139	237821	-	laat-1	Y43H11AL.2	310	320	311	0.996784565916399	1.02893890675241	0.00321543408360125	0.0289389067524115	Near-identical
OG0009388	g6288.t1	Transcript_B0432.9.1	Transcript_CBG07020a.1	1	1	II	282582	283694	-	B0432.9	NA	211	211	212	0.995283018867924	0.995283018867924	0.00471698113207553	0.00471698113207553	Near-identical
OG0009389	g6290.t1	Transcript_B0432.4.1	Transcript_CBG07018.1	1	1	II	286625	288703	+	misc-1	B0432.4	307	307	306	1.00326797385621	1.00326797385621	0.00326797385620914	0.00326797385620914	Near-identical
OG0009390	g6291.t1	Transcript_B0432.3.1	Transcript_CBG07017.1	1	1	II	288939	290386	+	mrpl-41	B0432.3	188	188	180	1.04444444444444	1.04444444444444	0.0444444444444445	0.0444444444444445	Near-identical
OG0006737	g6292.t1	Transcript_B0432.2.1	Transcript_CBG07016.1	1	1	II	290582	291849	+	djr-1.1	B0432.2	187	187	187	1	1	0	0	Identical
OG0009377	g6262.t1	Transcript_B0432.1.1	Transcript_CBG07046.1	1	1	II	297390	299834	+	B0432.1	NA	319	319	318	1.00314465408805	1.00314465408805	0.00314465408805042	0.00314465408805042	Near-identical
OG0009376	g6259.t1	Transcript_K01A2.7.1	Transcript_CBG07049.1	1	1	II	303881	305745	-	col-69	K01A2.7	400	400	394	1.01522842639594	1.01522842639594	0.015228426395939	0.015228426395939	Near-identical
OG0009375	g6257.t1	Transcript_K01A2.1.1	Transcript_CBG07051.1	1	1	II	326300	328224	+	sgcb-1	K01A2.1	291	288	287	1.01393728222997	1.00348432055749	0.0139372822299653	0.00348432055749126	Near-identical
OG0009374	g6254.t1	Transcript_D1069.2a.1	Transcript_CBG07054.1	1	1	II	337782	339245	+	cpn-2	D1069.2	203	203	203	1	1	0	0	Identical
OG0009419	g6343.t1	Transcript_C03H5.5.1	Transcript_CBG06962.1	1	1	II	382309	385358	-	C03H5.5	NA	559	559	552	1.01268115942029	1.01268115942029	0.0126811594202898	0.0126811594202898	Near-identical
OG0009418	g6341.t1	Transcript_C03H5.2.1	Transcript_CBG06965.1	1	1	II	388833	392732	+	nstp-4	C03H5.2	335	335	339	0.988200589970501	0.988200589970501	0.0117994100294986	0.0117994100294986	Near-identical
OG0009358	g6227.t1	Transcript_C03H5.6.1	Transcript_CBG07083.1	1	1	II	396559	399421	-	C03H5.6	NA	371	497	349	1.06303724928367	1.42406876790831	0.0630372492836677	0.424068767908309	Deviated (Discordant)
OG0009370	g6246.t1	Transcript_C24H12.4a.1	Transcript_CBG07062.1	1	1	II	411222	416629	+	C24H12.4	NA	634	635	634	1	1.00157728706625	0	0.00157728706624605	Identical
OG0009366	g6242.t1	Transcript_W10D9.5a.1	Transcript_CBG07066.1	1	1	II	468374	470475	-	tomm-22	W10D9.5	109	109	109	1	1	0	0	Identical
OG0009367	g6243.t1	Transcript_W07E6.1a.1	Transcript_CBG07065.1	1	1	II	471262	475940	-	nsun-1	W07E6.1	678	678	664	1.0210843373494	1.0210843373494	0.0210843373493976	0.0210843373493976	Near-identical
OG0009368	g6244.t1	Transcript_W07E6.2a.1	Transcript_CBG07064.1	1	1	II	480721	484378	-	W07E6.2	NA	477	477	473	1.00845665961945	1.00845665961945	0.00845665961945041	0.00845665961945041	Near-identical
OG0009369	g6245.t1	Transcript_W07E6.4.1	Transcript_CBG07063.1	1	1	II	484866	490403	+	prp-21	W07E6.4	655	656	655	1	1.00152671755725	0	0.00152671755725198	Identical
OG0009372	g6249.t2	Transcript_W07E6.3b.1	Transcript_CBG07059.1	1	1	II	495424	498757	+	sms-5	W07E6.3	328	346	327	1.00305810397554	1.05810397553517	0.00305810397553508	0.0581039755351682	Near-identical
OG0009386	g6277.t1	Transcript_T27A1.5a.1	Transcript_CBG07032.1	1	1	II	522602	525981	+	slc-36.2	T27A1.5	450	450	449	1.0022271714922	1.0022271714922	0.00222717149220486	0.00222717149220486	Near-identical
OG0009384	g6275.t1	Transcript_T27A1.4.1	Transcript_CBG07034.1	1	1	II	526574	530374	+	lgc-34	T27A1.4	391	391	390	1.0025641025641	1.0025641025641	0.00256410256410255	0.00256410256410255	Near-identical
OG0009365	g6238.t1	Transcript_C09E8.1a.1	Transcript_CBG07071.1	1	1	II	556485	564061	+	C09E8.1	NA	792	792	783	1.01149425287356	1.01149425287356	0.0114942528735633	0.0114942528735633	Near-identical
OG0009364	g6237.t1	Transcript_W08F4.5.1	Transcript_CBG07072.1	1	1	II	567666	568876	-	W08F4.5	NA	151	151	151	1	1	0	0	Identical
OG0009363	g6236.t1	Transcript_W08F4.6.1	Transcript_CBG07073.1	1	1	II	569210	572110	-	mlt-8	W08F4.6	266	266	268	0.992537313432836	0.992537313432836	0.0074626865671642	0.0074626865671642	Near-identical
OG0009356	g6223.t1	Transcript_W08F4.3.1	Transcript_CBG07090.1	1	1	II	580602	582014	+	W08F4.3	NA	228	228	228	1	1	0	0	Identical
OG0006989	g390.t1	Transcript_W08F4.1.1	Transcript_CBG22215.1	1	1	II	593521	593860	+	W08F4.1	NA	134	134	97	1.38144329896907	1.38144329896907	0.381443298969072	0.381443298969072	Deviated (Concordant)
OG0009357	g6224.t1	Transcript_W04H10.3a.1	Transcript_CBG07087.1	1	1	II	595202	602120	-	nhl-3	W04H10.3	678	700	698	0.97134670487106	1.00286532951289	0.0286532951289399	0.00286532951289398	Near-identical
OG0009359	g6229.t1	Transcript_W04H10.1.1	Transcript_CBG07081.1	1	1	II	609057	609375	+	W04H10.1	NA	77	77	70	1.1	1.1	0.1	0.1	Deviated (Concordant)
