Orthogroup	CGC2	N2	AF16	QX1410	CGC2_counts	AF16_counts	QX1410_counts	class	CGC2_chrom	CGC2_start	CGC2_end	CGC2_strand	AF16_chrom	AF16_start	AF16_end	AF16_strand	QX1410_chrom	QX1410_start	QX1410_end	QX1410_strand
OG0000474	g14172.t1	Transcript_Y108G3AL.7a.1, Transcript_Y108G3AL.7b.1, Transcript_Y108G3AL.7c.1, Transcript_Y108G3AL.7d.1, Transcript_Y108G3AL.7e.1, Transcript_Y108G3AL.7f.1, Transcript_Y108G3AL.7g.1, Transcript_Y108G3AL.7h.1, Transcript_Y108G3AL.7i.1	Transcript_CBG06432.1	transcript_QX1410.23896.2	1	1	1	COMPLETE	V	6940219	6949891	-	V	6452557	6462985	-	V	6695586	6705666	-
OG0000475	g15067.t1	Transcript_C13G3.3a.1, Transcript_C13G3.3a.2, Transcript_C13G3.3a.3, Transcript_C13G3.3a.4, Transcript_C13G3.3b.1, Transcript_C13G3.3b.2, Transcript_C13G3.3b.3, Transcript_C13G3.3c.1, Transcript_C13G3.3d.1	Transcript_CBG23076b.1	transcript_QX1410.24797.1	1	1	1	COMPLETE	V	10412261	10418890	+	V	10017845	10024474	+	V	10196250	10203450	+
OG0000476	g15127.t3	Transcript_D1054.9a.1, Transcript_D1054.9b.1, Transcript_D1054.9c.1, Transcript_D1054.9d.1, Transcript_D1054.9e.1, Transcript_D1054.9f.1, Transcript_D1054.9g.1, Transcript_D1054.9h.1, Transcript_D1054.9i.1	Transcript_CBG09705a.1	transcript_QX1410.2287.14	1	1	1	COMPLETE	V	10665544	10669886	+	V	10258324	10263103	+	V	10447290	10452042	+
OG0000477	g16116.t1	Transcript_C48G7.3a.1, Transcript_C48G7.3d.1, Transcript_C48G7.3f.1, Transcript_C48G7.3g.1, Transcript_C48G7.3h.1, Transcript_C48G7.3i.1, Transcript_C48G7.3j.1, Transcript_C48G7.3k.1, Transcript_C48G7.3l.1	Transcript_CBG11618b.1	transcript_QX1410.3219.5	1	1	1	COMPLETE	V	14617082	14636813	-	V	14292647	14312375	-	V	14418956	14439162	-
OG0000483	g17247.t4	Transcript_Y43F8B.1a.1, Transcript_Y43F8B.1a.2, Transcript_Y43F8B.1a.3, Transcript_Y43F8B.1b.1, Transcript_Y43F8B.1b.2, Transcript_Y43F8B.1b.3, Transcript_Y43F8B.1c.1, Transcript_Y43F8B.1d.1, Transcript_Y43F8B.1e.1	Transcript_CBG31388.1	transcript_QX1410.4307.4	1	1	1	COMPLETE	V	19999841	20006936	+	V	19373599	19380920	+	V	19847775	19855188	+
OG0000484	g17292.t2	Transcript_ZK1193.5a.1, Transcript_ZK1193.5c.1, Transcript_ZK1193.5c.2, Transcript_ZK1193.5d.1, Transcript_ZK1193.5d.2, Transcript_ZK1193.5d.3, Transcript_ZK1193.5d.4, Transcript_ZK1193.5d.5, Transcript_ZK1193.5e.1	Transcript_CBG08165.1	transcript_QX1410.36855.2	1	1	1	COMPLETE	X	109920	114667	-	X	547298	553010	+	X	106904	113827	-
OG0000485	g17344.t3	Transcript_F25E2.5a.1, Transcript_F25E2.5b.1, Transcript_F25E2.5c.1, Transcript_F25E2.5d.1, Transcript_F25E2.5e.1, Transcript_F25E2.5f.1, Transcript_F25E2.5g.1, Transcript_F25E2.5h.1, Transcript_F25E2.5i.1	Transcript_CBG08108.1	transcript_QX1410.16275.5	1	1	1	COMPLETE	X	366997	372634	-	X	283708	289345	+	X	365051	372833	-
OG0000486	g17999.t2	Transcript_T02C5.3a.1, Transcript_T02C5.3b.1, Transcript_T02C5.3c.1, Transcript_T02C5.3d.1, Transcript_T02C5.3e.1, Transcript_T02C5.3f.1, Transcript_T02C5.3g.1, Transcript_T02C5.3h.1, Transcript_T02C5.3i.1	Transcript_CBG02061.1	transcript_QX1410.37624.2	1	1	1	COMPLETE	X	4184488	4190911	+	X	4084485	4090567	+	X	4156104	4162832	+
OG0000487	g18167.t1	Transcript_F08B12.4a.1, Transcript_F08B12.4b.1, Transcript_F08B12.4c.1, Transcript_F08B12.4d.1, Transcript_F08B12.4e.1, Transcript_F08B12.4f.1, Transcript_F08B12.4g.1, Transcript_F08B12.4h.1, Transcript_F08B12.4i.1	Transcript_CBG17344.1	transcript_QX1410.37810.1	1	1	1	COMPLETE	X	5261970	5262396	+	X	5160273	5160786	+	X	5236755	5237604	+
OG0000488	g18357.t3	Transcript_F11A1.3a.1, Transcript_F11A1.3b.1, Transcript_F11A1.3d.1, Transcript_F11A1.3e.1, Transcript_F11A1.3e.2, Transcript_F11A1.3e.3, Transcript_F11A1.3e.4, Transcript_F11A1.3f.1, Transcript_F11A1.3g.1	Transcript_CBG04512a.1	transcript_QX1410.38029.1	1	1	1	COMPLETE	X	6576952	6582483	-	X	6361353	6383270	-	X	6490913	6497510	-
OG0000489	g18667.t1	Transcript_C33D12.2a.1, Transcript_C33D12.2b.1, Transcript_C33D12.2b.2, Transcript_C33D12.2b.3, Transcript_C33D12.2b.4, Transcript_C33D12.2b.5, Transcript_C33D12.2b.6, Transcript_C33D12.2c.1, Transcript_C33D12.2d.1	Transcript_CBG14121.2	transcript_QX1410.17600.2	1	1	1	COMPLETE	X	8593934	8600771	-	X	8083256	8092985	-	X	8426350	8433651	-
OG0000490	g18825.t3	Transcript_F47F2.1b.1, Transcript_F47F2.1c.1, Transcript_F47F2.1c.2, Transcript_F47F2.1c.3, Transcript_F47F2.1c.4, Transcript_F47F2.1d.1, Transcript_F47F2.1e.1, Transcript_F47F2.1f.1, Transcript_F47F2.1g.1	Transcript_CBG14305.1	transcript_QX1410.17755.1	1	1	1	COMPLETE	X	9522790	9530962	+	X	9031766	9036575	+	X	9358591	9367190	+
OG0000491	g19571.t1	Transcript_F48E3.8a.1, Transcript_F48E3.8b.1, Transcript_F48E3.8c.1, Transcript_F48E3.8d.1, Transcript_F48E3.8e.1, Transcript_F48E3.8f.1, Transcript_F48E3.8g.1, Transcript_F48E3.8h.1, Transcript_F48E3.8i.1	Transcript_CBG16715a.1	transcript_QX1410.39311.3	1	1	1	COMPLETE	X	13454054	13466862	-	X	13065914	13077888	-	X	13281456	13294373	-
OG0000492	g20410.t1	Transcript_C03H12.1a.1, Transcript_C03H12.1b.1, Transcript_C03H12.1c.1, Transcript_C03H12.1d.1, Transcript_C03H12.1e.1, Transcript_C03H12.1e.2, Transcript_C03H12.1f.1, Transcript_C03H12.1f.2, Transcript_C03H12.1f.3	Transcript_CBG30815.1	transcript_QX1410.40196.1	1	1	1	COMPLETE	X	18343247	18348756	-	X	17615920	17621620	-	X	18090921	18096637	-
OG0000504	g3471.t2	Transcript_C08H9.10.1, Transcript_C08H9.11.1, Transcript_C08H9.12.1, Transcript_C08H9.4a.1, Transcript_C08H9.4b.1, Transcript_C08H9.4b.2, Transcript_C08H9.7.1, Transcript_ZK938.6.1	Transcript_CBG30890.1	transcript_QX1410.30728.1	1	1	1	COMPLETE	II	3023525	3026531	-	II	3095513	3097080	-	II	2987371	2990404	-
OG0000514	g3478.t2	Transcript_ZK892.1a.1, Transcript_ZK892.1a.2, Transcript_ZK892.1b.1, Transcript_ZK892.1b.2, Transcript_ZK892.1c.1, Transcript_ZK892.1c.2, Transcript_ZK892.1d.1, Transcript_ZK892.1f.1	Transcript_CBG13368a.1	transcript_QX1410.10584.1	1	1	1	COMPLETE	II	3057413	3065439	-	II	3129400	3137226	-	II	3020850	3029396	-
OG0000515	g13868.t1	Transcript_C01B4.7c.1, Transcript_C01B4.7d.1, Transcript_F56A4.12a.1, Transcript_F56A4.12b.1, Transcript_Y19D10A.11a.1, Transcript_Y19D10A.11b.1, Transcript_Y19D10A.4c.1, Transcript_Y19D10A.4d.1	Transcript_CBG01115.1	transcript_QX1410.23581.2	1	1	1	COMPLETE	V	5492947	5501212	+	V	4978746	4986742	+	V	5270611	5277559	+
OG0000521	g64.t2	Transcript_F27D4.2a.1, Transcript_F27D4.2a.2, Transcript_F27D4.2a.3, Transcript_F27D4.2a.4, Transcript_F27D4.2b.1, Transcript_F27D4.2b.2, Transcript_F27D4.2b.3, Transcript_F27D4.2b.4	Transcript_CBG00300.1	transcript_QX1410.27204.1	1	1	1	COMPLETE	I	517101	519357	-	I	505603	510022	-	I	544692	547736	-
OG0000523	g142.t1	Transcript_F25H5.1b.1, Transcript_F25H5.1c.1, Transcript_F25H5.1d.1, Transcript_F25H5.1e.1, Transcript_F25H5.1f.1, Transcript_F25H5.1g.1, Transcript_F25H5.1h.1, Transcript_F25H5.1i.1	Transcript_CBG16954a.1	transcript_QX1410.27281.3	1	1	1	COMPLETE	I	1079122	1108145	+	I	1034086	1096882	+	I	1107058	1163044	+
OG0000525	g409.t1	Transcript_B0041.2a.1, Transcript_B0041.2a.2, Transcript_B0041.2b.1, Transcript_B0041.2c.1, Transcript_B0041.2d.1, Transcript_B0041.2e.1, Transcript_B0041.2f.1, Transcript_B0041.2g.1	Transcript_CBG22231.1	transcript_QX1410.27554.1	1	1	1	COMPLETE	I	2855218	2861492	-	I	2907432	2915560	-	I	2932694	2939674	-
OG0000527	g497.t2	Transcript_Y119C1B.8a.1, Transcript_Y119C1B.8b.1, Transcript_Y119C1B.8c.1, Transcript_Y119C1B.8d.1, Transcript_Y119C1B.8e.1, Transcript_Y119C1B.8f.1, Transcript_Y119C1B.8g.1, Transcript_Y119C1B.8h.1	Transcript_CBG14881.1	transcript_QX1410.13792.2	1	1	1	COMPLETE	I	3278779	3284715	+	I	3365731	3371667	+	I	3361447	3367993	+
OG0000528	g634.t1	Transcript_Y71F9AL.12a.1, Transcript_Y71F9AL.12b.1, Transcript_Y71F9AL.12c.1, Transcript_Y71F9AL.12d.1, Transcript_Y71F9AL.12e.1, Transcript_Y71F9AL.12f.1, Transcript_Y71F9AL.12g.1, Transcript_Y71F9AL.12h.1	Transcript_CBG04229.1	transcript_QX1410.13923.1	1	1	1	COMPLETE	I	3875561	3876891	-	I	3983279	3984934	-	I	3957941	3959564	-
OG0000530	g1190.t1	Transcript_F30F8.10a.1, Transcript_F30F8.10b.1, Transcript_F30F8.10c.1, Transcript_F30F8.10c.2, Transcript_F30F8.10d.1, Transcript_F30F8.10d.2, Transcript_F30F8.10e.1, Transcript_F30F8.10f.1	Transcript_CBG23731.1	transcript_QX1410.28336.1	1	1	1	COMPLETE	I	6153764	6157120	+	I	5857943	5861668	+	I	6182168	6185905	+
OG0000531	g1234.t2	Transcript_C46H11.11a.1, Transcript_C46H11.11b.1, Transcript_C46H11.11c.1, Transcript_C46H11.11d.1, Transcript_C46H11.11e.1, Transcript_C46H11.11f.1, Transcript_C46H11.11g.1, Transcript_C46H11.11h.1	Transcript_CBG10805e.1	transcript_QX1410.28381.1	1	1	1	COMPLETE	I	6345267	6353063	-	I	6515868	6523663	+	I	6379000	6389276	-
OG0000534	g1641.t1	Transcript_Y106G6H.6a.1, Transcript_Y106G6H.6b.1, Transcript_Y106G6H.6c.1, Transcript_Y106G6H.6d.1, Transcript_Y106G6H.6e.1, Transcript_Y106G6H.6f.1, Transcript_Y106G6H.6g.1, Transcript_Y106G6H.6h.1	Transcript_CBG02211.1	transcript_QX1410.28801.1	1	1	1	COMPLETE	I	8344853	8346270	-	I	8180919	8182664	+	I	8386907	8388506	-
OG0000535	g1864.t1	Transcript_F59A3.6a.1, Transcript_F59A3.6a.2, Transcript_F59A3.6a.3, Transcript_F59A3.6a.4, Transcript_F59A3.6c.1, Transcript_F59A3.6d.1, Transcript_F59A3.6e.1, Transcript_F59A3.6f.1	Transcript_CBG12484.1	transcript_QX1410.29030.1	1	1	1	COMPLETE	I	9180968	9182143	-	I	9190665	9192045	-	I	9223085	9224468	-
OG0000540	g3197.t2	Transcript_Y9C2UA.1a.1, Transcript_Y9C2UA.1a.2, Transcript_Y9C2UA.1a.3, Transcript_Y9C2UA.1a.4, Transcript_Y9C2UA.1a.5, Transcript_Y9C2UA.1b.1, Transcript_Y9C2UA.1c.1, Transcript_Y9C2UA.1d.1	Transcript_CBG00915c.1	transcript_QX1410.30411.3	1	1	1	COMPLETE	II	709559	722840	+	II	690427	703701	+	II	697561	705293	+
OG0000541	g3299.t1	Transcript_C08F11.7.1, Transcript_C08F11.7.2, Transcript_C16A11.3a.1, Transcript_C16A11.4a.1, Transcript_C16A11.4b.1, Transcript_C17C3.15.1, Transcript_C17C3.15.2, Transcript_Y14H12B.2.1	Transcript_CBG18437.1	transcript_QX1410.30541.1	1	1	1	COMPLETE	II	1730674	1735085	-	II	1735405	1739900	-	II	1711410	1715909	-
OG0000545	g4046.t1	Transcript_F21D12.1a.1, Transcript_F21D12.1b.1, Transcript_F21D12.1c.1, Transcript_F21D12.1c.2, Transcript_F21D12.1c.3, Transcript_F21D12.1c.4, Transcript_F21D12.1d.1, Transcript_F21D12.1e.1	Transcript_CBG13142b.1	transcript_QX1410.11120.7	1	1	1	COMPLETE	II	5928153	5939770	+	II	6056429	6068046	+	II	5890768	5905442	+
OG0000546	g4140.t2	Transcript_C06A8.8a.1, Transcript_C06A8.8b.1, Transcript_C06A8.8c.1, Transcript_C06A8.8d.1, Transcript_C06A8.8e.1, Transcript_C06A8.8f.1, Transcript_C06A8.8g.1, Transcript_C06A8.8h.1	Transcript_CBG12963a.1	transcript_QX1410.31405.1	1	1	1	COMPLETE	II	6366669	6373918	-	II	6507966	6515013	-	II	6331910	6339388	-
OG0000547	g4203.t2	Transcript_T24B8.7a.1, Transcript_T24B8.7b.1, Transcript_T24B8.7c.1, Transcript_T24B8.7d.1, Transcript_T24B8.7e.1, Transcript_T24B8.7f.1, Transcript_T24B8.7g.1, Transcript_T24B8.7h.1	Transcript_CBG03251a.1	transcript_QX1410.31465.3	1	1	1	COMPLETE	II	6694275	6704652	+	II	6848616	6860037	+	II	6659186	6670568	+
OG0000548	g4442.t5	Transcript_F45E10.1a.1, Transcript_F45E10.1b.1, Transcript_F45E10.1c.1, Transcript_F45E10.1d.1, Transcript_F45E10.1e.1, Transcript_F45E10.1f.1, Transcript_F45E10.1g.1, Transcript_F45E10.1h.1	Transcript_CBG02975a.1	transcript_QX1410.31711.1	1	1	1	COMPLETE	II	7768673	7794553	-	II	7943033	7969067	-	II	7731056	7760367	-
OG0000549	g5063.t1	Transcript_ZK546.1a.1, Transcript_ZK546.1a.2, Transcript_ZK546.1a.3, Transcript_ZK546.1b.1, Transcript_ZK546.1c.1, Transcript_ZK546.1d.1, Transcript_ZK546.1d.2, Transcript_ZK546.1d.3	Transcript_CBG02287b.1	transcript_QX1410.32360.4	1	1	1	COMPLETE	II	10481666	10485237	-	II	10721721	10725334	-	II	10446548	10450430	-
OG0000555	g6280.t1	Transcript_Y43H11AL.1a.1, Transcript_Y43H11AL.1a.2, Transcript_Y43H11AL.1a.3, Transcript_Y43H11AL.1a.4, Transcript_Y43H11AL.1b.1, Transcript_Y43H11AL.1c.1, Transcript_Y43H11AL.1d.1, Transcript_Y43H11AL.1e.1	Transcript_CBG07029.1	transcript_QX1410.33672.2	1	1	1	COMPLETE	II	16257128	16259734	-	II	16392501	16396053	-	II	16348468	16351349	-
OG0000556	g6454.t2	Transcript_Y55B1BR.6a.1, Transcript_Y55B1BR.6b.1, Transcript_Y55B1BR.6c.1, Transcript_Y55B1BR.6d.1, Transcript_Y55B1BR.6e.1, Transcript_Y55B1BR.6f.1, Transcript_Y55B1BR.6g.1, Transcript_Y55B1BR.6g.2	Transcript_CBG15200a.1	transcript_QX1410.33835.2	1	1	1	COMPLETE	III	400678	407943	+	III	368349	376294	+	III	378521	386403	+
OG0000557	g6509.t1	Transcript_Y119D3B.12a.1, Transcript_Y119D3B.12a.2, Transcript_Y119D3B.12a.3, Transcript_Y119D3B.12a.4, Transcript_Y119D3B.12a.5, Transcript_Y119D3B.12b.1, Transcript_Y119D3B.12b.2, Transcript_Y119D3B.12b.3	Transcript_CBG15147.1	transcript_QX1410.7487.1	1	1	1	COMPLETE	III	653366	655031	-	III	632594	634572	-	III	630652	632632	-
OG0000559	g6712.t1	Transcript_F53E10.5.1, Transcript_Y75B8A.32.1, Transcript_Y75B8A.35a.1, Transcript_Y75B8A.35a.2, Transcript_Y75B8A.35b.1, Transcript_Y75B8A.35b.2, Transcript_Y75B8A.35b.3, Transcript_Y75B8A.35c.1	Transcript_CBG25819.1	transcript_QX1410.34114.1	1	1	1	COMPLETE	III	1902396	1911694	+	III	1941462	1947236	+	III	1928434	1938484	+
OG0000560	g6883.t1	Transcript_Y42G9A.6a.1, Transcript_Y42G9A.6b.1, Transcript_Y42G9A.6c.1, Transcript_Y42G9A.6d.1, Transcript_Y42G9A.6e.1, Transcript_Y42G9A.6f.1, Transcript_Y42G9A.6g.1, Transcript_Y42G9A.6h.1	Transcript_CBG21114.1	transcript_QX1410.7876.1	1	1	1	COMPLETE	III	3385779	3393435	-	III	3326228	3346630	-	III	3403332	3422583	-
OG0000562	g6962.t1	Transcript_T26A5.2a.1, Transcript_T26A5.2b.1, Transcript_T26A5.2c.1, Transcript_T26A5.2d.1, Transcript_T26A5.2e.1, Transcript_T26A5.2f.1, Transcript_T26A5.2g.1, Transcript_T26A5.2h.1	Transcript_CBG19684.1	transcript_QX1410.7949.1	1	1	1	COMPLETE	III	3831579	3837015	-	III	3737608	3743382	-	III	3841085	3846618	-
OG0000563	g7428.t2	Transcript_Y47D3A.17a.1, Transcript_Y47D3A.17b.1, Transcript_Y47D3A.17b.2, Transcript_Y47D3A.17b.3, Transcript_Y47D3A.17b.4, Transcript_Y47D3A.17c.1, Transcript_Y47D3A.17d.1, Transcript_Y47D3A.17e.1	Transcript_CBG13212.1	transcript_QX1410.8393.4	1	1	1	COMPLETE	III	5987791	5992968	+	III	5969957	5978201	+	III	5968114	5973899	+
OG0000565	g7645.t5	Transcript_C07G2.2a.1, Transcript_C07G2.2b.1, Transcript_C07G2.2b.2, Transcript_C07G2.2c.1, Transcript_C07G2.2d.1, Transcript_C07G2.2d.2, Transcript_C07G2.2d.3, Transcript_C07G2.2d.4	Transcript_CBG18054.1	transcript_QX1410.8603.8	1	1	1	COMPLETE	III	6888701	6890798	-	III	6902605	6909720	-	III	6867186	6871402	-
OG0000573	g8950.t1	Transcript_ZK688.5a.1, Transcript_ZK688.5b.1, Transcript_ZK688.5c.1, Transcript_ZK688.5c.2, Transcript_ZK688.5c.3, Transcript_ZK688.5c.4, Transcript_ZK688.5d.1, Transcript_ZK688.5e.1	Transcript_CBG12265a.1	transcript_QX1410.36447.2	1	1	1	COMPLETE	III	12847469	12860204	+	III	12498865	12513272	+	III	12789350	12803465	+
OG0000575	g9440.t2	Transcript_Y116A8C.14a.1, Transcript_Y116A8C.14b.1, Transcript_Y116A8C.16a.1, Transcript_Y116A8C.16b.1, Transcript_Y116A8C.16c.1, Transcript_Y116A8C.16d.1, Transcript_Y116A8C.16e.1, Transcript_Y116A8C.16f.1	Transcript_CBG00339.1	transcript_QX1410.41145.2	1	1	1	COMPLETE	IV	447914	454784	-	IV	55543	64198	+	IV	470337	477546	-
OG0000577	g9637.t1	Transcript_Y57G11C.9a.1, Transcript_Y57G11C.9b.1, Transcript_Y57G11C.9c.1, Transcript_Y57G11C.9c.2, Transcript_Y57G11C.9c.3, Transcript_Y57G11C.9c.4, Transcript_Y57G11C.9c.5, Transcript_Y57G11C.9d.1	Transcript_CBG21517.1	transcript_QX1410.41350.2	1	1	1	COMPLETE	IV	1778748	1782708	-	IV	1829249	1833209	-	IV	1784823	1789014	-
OG0000578	g9789.t2	Transcript_Y37A1C.1a.1, Transcript_Y37A1C.1b.1, Transcript_Y37A1C.1c.1, Transcript_Y37A1C.1c.2, Transcript_Y37A1C.1f.1, Transcript_Y37A1C.1g.1, Transcript_Y37A1C.1g.2, Transcript_Y37A1C.1h.1	Transcript_CBG18756a.1	transcript_QX1410.41502.1	1	1	1	COMPLETE	IV	2519008	2532966	+	IV	2535877	2549513	+	IV	2520955	2535392	+
OG0000579	g9795.t4	Transcript_F52B11.1a.1, Transcript_F52B11.1a.2, Transcript_F52B11.1b.1, Transcript_F52B11.1c.1, Transcript_F52B11.1d.1, Transcript_F52B11.1e.1, Transcript_F52B11.1f.1, Transcript_F52B11.1g.1	Transcript_CBG18764b.1	transcript_QX1410.41508.2	1	1	1	COMPLETE	IV	2555288	2561586	-	IV	2571937	2578234	-	IV	2557301	2563608	-
OG0000583	g10182.t1	Transcript_F56H11.1a.1, Transcript_F56H11.1b.1, Transcript_F56H11.1c.1, Transcript_F56H11.1d.1, Transcript_F56H11.1e.1, Transcript_F56H11.1f.1, Transcript_F56H11.1g.1, Transcript_F56H11.1h.1	Transcript_CBG20030d.1	transcript_QX1410.5110.2	1	1	1	COMPLETE	IV	5353867	5362087	+	IV	5465810	5473253	-	IV	5150132	5157603	+
OG0000585	g10800.t1	Transcript_F36H1.2a.1, Transcript_F36H1.2b.1, Transcript_F36H1.2c.1, Transcript_F36H1.2e.1, Transcript_F36H1.2f.1, Transcript_F36H1.2g.1, Transcript_F36H1.2h.1, Transcript_F36H1.2i.1	Transcript_CBG05992a.1	transcript_QX1410.5696.6	1	1	1	COMPLETE	IV	8306368	8312842	+	IV	7342649	7349349	-	IV	8102412	8109439	+
OG0000586	g11104.t5	Transcript_Y67D8C.5a.1, Transcript_Y67D8C.5b.1, Transcript_Y67D8C.5c.1, Transcript_Y67D8C.5d.1, Transcript_Y67D8C.5e.1, Transcript_Y67D8C.5f.1, Transcript_Y67D8C.5g.1, Transcript_Y67D8C.5h.1	Transcript_CBG03363b.1	transcript_QX1410.42911.3	1	1	1	COMPLETE	IV	9547003	9560189	-	IV	9500500	9514189	-	IV	9357496	9371082	-
OG0000588	g11345.t1	Transcript_Y62E10A.13a.1, Transcript_Y62E10A.13b.1, Transcript_Y62E10A.13c.1, Transcript_Y62E10A.13c.2, Transcript_Y62E10A.13c.3, Transcript_Y62E10A.13d.1, Transcript_Y62E10A.13e.1, Transcript_Y62E10A.13h.1	Transcript_CBG01775.1	transcript_QX1410.6224.2	1	1	1	COMPLETE	IV	10510875	10514995	-	IV	10501141	10505263	-	IV	10318132	10322489	-
OG0000589	g11466.t1	Transcript_Y38C1AB.4a.1, Transcript_Y38C1AB.4b.1, Transcript_Y38C1AB.4c.1, Transcript_Y38C1AB.4d.1, Transcript_Y38C1AB.8a.1, Transcript_Y38C1AB.8b.1, Transcript_Y38C1AB.8c.1, Transcript_Y38C1AB.8d.1	Transcript_CBG01639c.1	transcript_QX1410.43285.1	1	1	1	COMPLETE	IV	11019006	11027120	+	IV	11008841	11017450	+	IV	10826355	10834968	+
OG0000590	g11489.t2	Transcript_W03G1.6a.1, Transcript_W03G1.6b.1, Transcript_W03G1.6c.1, Transcript_W03G1.6d.1, Transcript_W03G1.6e.1, Transcript_W03G1.6f.1, Transcript_W03G1.6g.1, Transcript_W03G1.6h.1	Transcript_CBG01615.1	transcript_QX1410.43309.1	1	1	1	COMPLETE	IV	11113678	11116341	-	IV	11103257	11106347	-	IV	10920713	10923682	-
OG0000591	g11641.t1	Transcript_R102.4a.1, Transcript_R102.4a.2, Transcript_R102.4b.1, Transcript_R102.4c.1, Transcript_R102.4d.1, Transcript_R102.4d.2, Transcript_R102.4d.3, Transcript_R102.4e.1	Transcript_CBG17652.1	transcript_QX1410.43466.1	1	1	1	COMPLETE	IV	11769823	11772190	-	IV	11771987	11773508	-	IV	11577681	11580162	-
OG0000593	g12301.t4	Transcript_Y66H1B.2a.1, Transcript_Y66H1B.2f.1, Transcript_Y66H1B.2g.1, Transcript_Y66H1B.2h.1, Transcript_Y66H1B.2i.1, Transcript_Y66H1B.2j.1, Transcript_Y66H1B.2k.1, Transcript_Y66H1B.2l.1	Transcript_CBG10542c.1	transcript_QX1410.7146.1	1	1	1	COMPLETE	IV	16431177	16445454	-	IV	16736307	16750582	+	IV	16158048	16172678	-
OG0000594	g12304.t1	Transcript_F52C12.4a.1, Transcript_F52C12.4b.1, Transcript_F52C12.4c.1, Transcript_F52C12.4d.1, Transcript_F52C12.4e.1, Transcript_F52C12.4f.1, Transcript_F52C12.4g.1, Transcript_F52C12.4h.1	Transcript_CBG10547b.1	transcript_QX1410.44170.4	1	1	1	COMPLETE	IV	16457003	16472683	+	IV	16709079	16724759	-	IV	16184132	16200737	+
OG0000596	g12990.t1	Transcript_C17B7.15.1, Transcript_F10G2.1.1, Transcript_F10G2.1.2, Transcript_T20D4.19a.1, Transcript_T20D4.19b.1, Transcript_T20D4.19c.1, Transcript_T28A11.2.1, Transcript_T28A11.25.1	Transcript_CBG00775.1	transcript_QX1410.22628.1	1	1	1	COMPLETE	V	1897193	1898098	+	V	1436336	1437338	+	V	1617973	1618892	+
OG0000598	g13173.t1	Transcript_C37C3.8a.1, Transcript_C37C3.8a.2, Transcript_C37C3.8a.3, Transcript_C37C3.8a.4, Transcript_C37C3.8a.5, Transcript_C37C3.8a.6, Transcript_C37C3.8b.1, Transcript_C37C3.8c.1	Transcript_CBG20564c.1	transcript_QX1410.22812.3	1	1	1	COMPLETE	V	2546302	2548644	+	V	2103342	2106001	+	V	2274189	2277065	+
OG0000608	g14168.t2	Transcript_K09H11.3.1, Transcript_Y75B7AL.4a.1, Transcript_Y75B7AL.4b.1, Transcript_Y75B7AL.4c.1, Transcript_Y75B7AL.4d.1, Transcript_Y75B7AL.4e.1, Transcript_Y75B7AL.4f.1, Transcript_Y75B7AL.4g.1	Transcript_CBG06428a.1	transcript_QX1410.23891.2	1	1	1	COMPLETE	V	6920651	6925521	-	V	6432814	6438563	-	V	6675798	6681358	-
OG0000610	g15159.t2	Transcript_C32C4.1a.1, Transcript_C32C4.1b.1, Transcript_C32C4.1c.1, Transcript_C32C4.1e.1, Transcript_C32C4.1f.1, Transcript_C32C4.1g.1, Transcript_C32C4.1h.1, Transcript_C32C4.1i.1	Transcript_CBG09661b.1	transcript_QX1410.2314.2	1	1	1	COMPLETE	V	10805369	10810436	-	V	10399722	10403167	-	V	10587291	10590231	-
OG0000611	g15752.t1	Transcript_T19A5.2a.1, Transcript_T19A5.2b.1, Transcript_T19A5.2c.1, Transcript_T19A5.2d.1, Transcript_T19A5.2e.1, Transcript_T19A5.2f.1, Transcript_T19A5.2g.1, Transcript_T19A5.2h.1	Transcript_CBG19139a.1	transcript_QX1410.2871.1	1	1	1	COMPLETE	V	13281314	13286511	+	V	12911190	12918392	+	V	13076574	13083767	+
OG0000612	g15922.t4	Transcript_K09G1.1a.1, Transcript_K09G1.1b.1, Transcript_K09G1.1b.2, Transcript_K09G1.1b.3, Transcript_K09G1.1b.4, Transcript_K09G1.1c.1, Transcript_K09G1.1d.1, Transcript_K09G1.1e.1	Transcript_CBG19314.1	transcript_QX1410.3034.1	1	1	1	COMPLETE	V	13943855	13950581	+	V	13593687	13601393	+	V	13744463	13753254	+
OG0000613	g16017.t1	Transcript_T07C12.10.1, Transcript_T07C12.10.2, Transcript_Y46G5A.14.1, Transcript_Y46G5A.14.2, Transcript_Y46G5A.34.1, Transcript_Y46G5A.34.2, Transcript_Y46G5A.34.3, Transcript_Y4C6A.4.1	Transcript_CBG19417.1	transcript_QX1410.25764.1	1	1	1	COMPLETE	V	14333634	14333962	-	V	13990974	13991433	-	V	14138052	14138439	-
OG0000614	g16119.t3	Transcript_W06A7.3a.1, Transcript_W06A7.3b.1, Transcript_W06A7.3c.1, Transcript_W06A7.3d.1, Transcript_W06A7.3d.2, Transcript_W06A7.3e.1, Transcript_W06A7.3f.1, Transcript_W06A7.3g.1	Transcript_CBG11624a.1	transcript_QX1410.25863.5	1	1	1	COMPLETE	V	14645887	14661298	-	V	14321451	14337266	-	V	14447907	14467881	-
